WO_NO,CUSTOMER_NO,CUSTOMER_SITE_NO,WORK_STARTED_DATETIME,WORK_FINISHED_DATETIME,PRIORITY_ID,CONTRACT,PM_NO,ALERT_EVENT_ID,EVENT_TIME,Priority,EVENT_DESCRIPTION,HWID,response_hours
48225536,100000413,998389833,2022-06-01 06:00:00,1.6.2022 14:00,,SP,,,,,,,
48232746,100279959,999154922,2022-06-01 06:00:00,1.6.2022 9:40,,SP,,,,,,,
48288527,100279959,999154922,2022-06-01 06:00:00,1.6.2022 13:30,,SP,,,,,,,
48250208,100279959,999154922,2022-06-01 06:00:00,1.6.2022 13:30,,SP,,,,,,,
48232776,100279959,999154922,2022-06-01 06:31:00,1.6.2022 8:48,,SP,,,,,,,
48230640,100279959,999154922,2022-06-01 07:00:00,1.6.2022 15:00,,SP,,,,,,,
48210260,100279959,999154922,2022-06-01 07:17:00,3.6.2022 15:30,3.0,KT,,,,,,,
5280952,100279959,999154922,2022-06-01 07:24:00,1.6.2022 15:09,3.0,KH,430479.0,,,,,,
48226852,100000413,998389833,2022-06-01 08:00:00,1.6.2022 16:00,,SP,,,,,,,
48226203,100000413,998389833,2022-06-01 08:00:00,1.6.2022 14:00,,SP,,,,,,,
48231546,100279959,999154922,2022-06-01 08:00:00,1.6.2022 16:00,,SP,,,,,,,
48232758,100279959,999154922,2022-06-01 09:18:00,1.6.2022 13:00,,SP,,,,,,,
48232764,100279959,999154922,2022-06-01 10:10:00,1.6.2022 14:00,,SP,,,,,,,
48202312,100279959,999154922,2022-06-01 11:35:00,1.6.2022 11:35,4.0,KH,,,,,,,
48210619,100000413,998389833,2022-06-01 11:45:00,20.7.2022 14:16,4.0,KH,,,,,,,
48211454,100279959,999154922,2022-06-01 13:10:00,1.6.2022 13:14,3.0,KT,,,,,,,
48226184,100000413,998389833,2022-06-01 13:30:00,1.6.2022 21:30,,SP,,,,,,,
48202323,100279959,999154922,2022-06-01 15:10:00,1.6.2022 15:10,4.0,KH,,,,,,,
48233538,100279959,999154922,2022-06-02 05:00:00,2.6.2022 13:00,,SP,,,,,,,
48232886,100279959,999154922,2022-06-02 05:00:00,2.6.2022 13:00,,SP,,,,,,,
48230994,100279959,999154922,2022-06-02 05:17:00,2.6.2022 15:27,,SP,,,,,,,
48233020,100000413,998389833,2022-06-02 06:00:00,2.6.2022 13:52,,SP,,,,,,,
48233120,100000413,998389833,2022-06-02 06:00:00,2.6.2022 14:00,,SP,,,,,,,
48230237,100000413,998389833,2022-06-02 06:00:00,2.6.2022 14:00,,SP,,,,,,,
48233536,100000413,998389833,2022-06-02 06:00:00,2.6.2022 8:00,,SP,,,,,,,
48230908,100000413,998389833,2022-06-02 06:00:00,2.6.2022 13:30,,SP,,,,,,,
48288575,100279959,999154922,2022-06-02 06:00:00,2.6.2022 13:30,,SP,,,,,,,
48232781,100279959,999154922,2022-06-02 06:00:00,2.6.2022 9:13,,SP,,,,,,,
48250281,100279959,999154922,2022-06-02 06:00:00,2.6.2022 13:30,,SP,,,,,,,
48194647,100279959,999154922,2022-06-02 07:28:00,2.6.2022 7:28,4.0,KT,,,,,,,
5287340,100000413,998389833,2022-06-02 07:58:00,2.6.2022 10:26,2.0,KH,534323.0,,,,,,
48230712,100000413,998389833,2022-06-02 08:00:00,2.6.2022 16:00,,SP,,,,,,,
48233483,100000413,998389833,2022-06-02 08:00:00,2.6.2022 14:00,,SP,,,,,,,
48231647,100279959,999154922,2022-06-02 08:00:00,2.6.2022 16:00,,SP,,,,,,,
48232940,100000413,998389833,2022-06-02 08:48:00,2.6.2022 10:32,,SP,,,,,,,
48211381,100000413,998389833,2022-06-02 08:59:00,2.6.2022 11:19,3.0,KT,,,,,,,
48211384,100000413,998389833,2022-06-02 09:08:00,2.6.2022 11:20,3.0,KT,,,,,,,
48232828,100279959,999154922,2022-06-02 09:43:00,2.6.2022 12:57,,SP,,,,,,,
5267009,100000413,998389833,2022-06-02 11:14:00,2.6.2022 13:56,3.0,KH,534320.0,,,,,,
48223588,100000413,998389833,2022-06-02 12:02:00,2.6.2022 12:02,2.0,KT,,,,,,,
48211084,100000413,998389833,2022-06-02 12:02:00,2.6.2022 12:02,4.0,KT,,,,,,,
48230261,100000413,998389833,2022-06-02 13:00:00,2.6.2022 20:30,,SP,,,,,,,
48224238,100000413,998389833,2022-06-02 14:31:00,2.6.2022 14:55,4.0,KH,,,,,,,
48224412,100000413,998389833,2022-06-02 14:31:00,2.6.2022 14:31,2.0,KT,,,,,,,
48236278,100279959,999154922,2022-06-03 04:51:00,3.6.2022 8:16,,SP,,,,,,,
48235855,100279959,999154922,2022-06-03 05:00:00,3.6.2022 13:00,,SP,,,,,,,
48236385,100279959,999154922,2022-06-03 05:06:00,3.6.2022 13:38,,SP,,,,,,,
48238469,100000413,998389833,2022-06-03 06:00:00,3.6.2022 14:00,,SP,,,,,,,
48238869,100000413,998389833,2022-06-03 06:00:00,3.6.2022 9:15,,SP,,,,,,,
48239706,100000413,998389833,2022-06-03 06:00:00,3.6.2022 8:00,,SP,,,,,,,
48239336,100000413,998389833,2022-06-03 06:00:00,3.6.2022 13:30,,SP,,,,,,,
48239222,100000413,998389833,2022-06-03 06:00:00,3.6.2022 14:00,,SP,,,,,,,
48250369,100279959,999154922,2022-06-03 06:00:00,3.6.2022 13:30,,SP,,,,,,,
48288899,100279959,999154922,2022-06-03 06:00:00,3.6.2022 13:30,,SP,,,,,,,
48275448,100000413,998389833,2022-06-03 07:21:00,3.6.2022 16:00,,SP,,,,,,,
48239692,100000413,998389833,2022-06-03 08:00:00,3.6.2022 14:00,,SP,,,,,,,
48238923,100000413,998389833,2022-06-03 08:00:00,3.6.2022 16:00,,SP,,,,,,,
48235796,100279959,999154922,2022-06-03 08:00:00,3.6.2022 16:00,,SP,,,,,,,
48240403,100000413,998389833,2022-06-03 08:26:00,3.6.2022 10:00,,SP,,,,,,,
48236264,100279959,999154922,2022-06-03 08:46:00,3.6.2022 12:12,,SP,,,,,,,
48225060,100279959,999154922,2022-06-03 09:43:00,3.6.2022 9:43,6.0,KH,,,,,,,
48238811,100000413,998389833,2022-06-03 09:45:00,3.6.2022 13:01,,SP,,,,,,,
48240576,100000413,998389833,2022-06-03 12:11:00,3.6.2022 12:31,,SP,,,,,,,
48229568,100279959,999154922,2022-06-03 15:39:00,3.6.2022 15:39,,SP,,,,,,,
48229757,100279959,999154922,2022-06-04 03:40:00,4.6.2022 3:40,6.0,KH,,,,,,,
48250193,100000413,998389833,2022-06-06 05:00:00,6.6.2022 8:16,,SP,,,,,,,
48253996,100279959,999154922,2022-06-06 05:00:00,6.6.2022 13:00,,SP,,,,,,,
48258980,100279959,999154922,2022-06-06 05:00:00,6.6.2022 13:00,,SP,,,,,,,
48248684,100000413,998389833,2022-06-06 05:07:00,6.6.2022 8:15,,SP,,,,,,,
48258036,100279959,999154922,2022-06-06 05:18:00,6.6.2022 14:12,,SP,,,,,,,
48251457,100000413,998389833,2022-06-06 06:00:00,6.6.2022 14:00,,SP,,,,,,,
48247321,100000413,998389833,2022-06-06 06:00:00,6.6.2022 14:00,,SP,,,,,,,
48251444,100000413,998389833,2022-06-06 06:00:00,6.6.2022 13:30,,SP,,,,,,,
48248821,100000413,998389833,2022-06-06 06:00:00,6.6.2022 14:00,,SP,,,,,,,
48247133,100000413,998389833,2022-06-06 06:00:00,6.6.2022 8:00,,SP,,,,,,,
48250400,100279959,999154922,2022-06-06 06:00:00,6.6.2022 13:30,,SP,,,,,,,
48289337,100279959,999154922,2022-06-06 06:00:00,6.6.2022 13:30,,SP,,,,,,,
48250929,100279959,999154922,2022-06-06 06:00:00,6.6.2022 14:00,,SP,,,,,,,
48248559,100000413,998389833,2022-06-06 08:00:00,6.6.2022 16:00,,SP,,,,,,,
48247097,100000413,998389833,2022-06-06 08:00:00,6.6.2022 14:00,,SP,,,,,,,
48251105,100279959,999154922,2022-06-06 08:00:00,6.6.2022 16:00,,SP,,,,,,,
48249395,100000413,998389833,2022-06-06 08:30:00,6.6.2022 9:12,,SP,,,,,,,
48236775,100279959,999154922,2022-06-06 08:43:00,6.6.2022 8:43,6.0,KH,,,,,,,
48202986,100279959,999154922,2022-06-06 09:06:00,6.6.2022 12:27,3.0,KT,,,,,,,
48250345,100000413,998389833,2022-06-06 09:41:00,6.6.2022 10:34,,SP,,,,,,,
48249298,100000413,998389833,2022-06-06 09:42:00,6.6.2022 12:55,,SP,,,,,,,
48248792,100000413,998389833,2022-06-06 10:34:00,6.6.2022 11:34,,SP,,,,,,,
48250378,100000413,998389833,2022-06-06 10:34:00,6.6.2022 11:34,,SP,,,,,,,
48237341,100279959,999154922,2022-06-06 11:29:00,13.9.2022 14:27,3.0,KT,,,,,,,
48237435,100000413,998389833,2022-06-06 11:31:00,6.6.2022 13:27,4.0,KH,,,,,,,
48250475,100000413,998389833,2022-06-06 12:52:00,6.6.2022 12:53,,SP,,,,,,,
48256243,100000413,998389833,2022-06-07 04:45:00,7.6.2022 6:42,,SP,,,,,,,
48253303,100000413,998389833,2022-06-07 04:45:00,7.6.2022 5:08,,SP,,,,,,,
48254178,100279959,999154922,2022-06-07 05:00:00,7.6.2022 13:00,,SP,,,,,,,
48259565,100279959,999154922,2022-06-07 05:00:00,7.6.2022 13:00,,SP,,,,,,,
48253323,100000413,998389833,2022-06-07 05:08:00,7.6.2022 6:42,,SP,,,,,,,
48256612,100279959,999154922,2022-06-07 05:18:00,7.6.2022 12:15,,SP,,,,,,,
48253577,100000413,998389833,2022-06-07 06:00:00,7.6.2022 9:29,,SP,,,,,,,
48254499,100000413,998389833,2022-06-07 06:00:00,7.6.2022 14:00,,SP,,,,,,,
48258386,100000413,998389833,2022-06-07 06:00:00,7.6.2022 8:00,,SP,,,,,,,
48264637,100000413,998389833,2022-06-07 06:00:00,7.6.2022 8:12,,SP,,,,,,,
48256147,100000413,998389833,2022-06-07 06:00:00,7.6.2022 14:00,,SP,,,,,,,
48256802,100000413,998389833,2022-06-07 06:00:00,7.6.2022 14:00,,SP,,,,,,,
48256336,100279959,999154922,2022-06-07 06:00:00,7.6.2022 9:40,,SP,,,,,,,
48289631,100279959,999154922,2022-06-07 06:00:00,7.6.2022 13:30,,SP,,,,,,,
48258661,100279959,999154922,2022-06-07 06:00:00,7.6.2022 13:30,,SP,,,,,,,
48228735,100279959,999154922,2022-06-07 06:58:00,14.6.2022 12:21,4.0,KH,,,,,,,
48275438,100000413,998389833,2022-06-07 06:59:00,7.6.2022 16:00,,SP,,,,,,,
48254210,100000413,998389833,2022-06-07 08:00:00,7.6.2022 16:00,,SP,,,,,,,
48258355,100000413,998389833,2022-06-07 08:00:00,7.6.2022 14:00,,SP,,,,,,,
48254530,100279959,999154922,2022-06-07 08:00:00,7.6.2022 16:00,,SP,,,,,,,
5296198,100000413,998389833,2022-06-07 08:13:00,7.6.2022 9:47,2.0,KH,534323.0,,,,,,
48253508,100000413,998389833,2022-06-07 09:59:00,7.6.2022 14:00,,SP,,,,,,,
48256245,100279959,999154922,2022-06-07 10:10:00,7.6.2022 14:00,,SP,,,,,,,
48256540,100000413,998389833,2022-06-07 10:27:00,7.6.2022 12:13,,SP,,,,,,,
48237286,100000413,998389833,2022-06-07 11:50:00,7.6.2022 11:50,4.0,KT,,,,,,,
48237267,100000413,998389833,2022-06-07 11:50:00,7.6.2022 11:51,4.0,KT,,,,,,,
5297109,100279959,999154922,2022-06-07 13:17:00,7.6.2022 13:17,3.0,KH,430479.0,,,,,,
48224390,100000413,998389833,2022-06-07 14:03:00,7.6.2022 14:03,2.0,KT,,,,,,,
48245313,100000413,998389833,2022-06-07 14:03:00,7.6.2022 14:03,3.0,KT,,,,,,,
48245024,100000413,998389833,2022-06-07 14:03:00,7.6.2022 14:03,3.0,KT,,,,,,,
48245454,100279959,999154922,2022-06-07 14:03:00,7.6.2022 14:03,,SP,,,,,,,
48245468,100279959,999154922,2022-06-07 14:13:00,7.6.2022 14:13,,SP,,,,,,,
48265649,100000413,998389833,2022-06-08 04:40:00,8.6.2022 5:05,,SP,,,,,,,
48273210,100279959,999154922,2022-06-08 05:00:00,8.6.2022 13:00,,SP,,,,,,,
48272449,100279959,999154922,2022-06-08 05:00:00,8.6.2022 13:00,,SP,,,,,,,
48265726,100000413,998389833,2022-06-08 05:05:00,8.6.2022 7:48,,SP,,,,,,,
48265942,100000413,998389833,2022-06-08 05:06:00,8.6.2022 7:48,,SP,,,,,,,
48272235,100279959,999154922,2022-06-08 05:43:00,8.6.2022 13:50,,SP,,,,,,,
48264976,100000413,998389833,2022-06-08 06:00:00,8.6.2022 14:00,,SP,,,,,,,
48266241,100000413,998389833,2022-06-08 06:00:00,8.6.2022 8:00,,SP,,,,,,,
48265403,100000413,998389833,2022-06-08 06:00:00,8.6.2022 14:00,,SP,,,,,,,
48264888,100000413,998389833,2022-06-08 06:00:00,8.6.2022 14:00,,SP,,,,,,,
48264917,100000413,998389833,2022-06-08 06:00:00,8.6.2022 9:30,,SP,,,,,,,
48270792,100279959,999154922,2022-06-08 06:00:00,8.6.2022 13:30,,SP,,,,,,,
48289650,100279959,999154922,2022-06-08 06:00:00,8.6.2022 13:30,,SP,,,,,,,
48272855,100279959,999154922,2022-06-08 06:00:00,8.6.2022 14:00,,SP,,,,,,,
48245821,100279959,999154922,2022-06-08 07:00:00,8.6.2022 7:00,2.0,KH,,,,,,,
48264578,100000413,998389833,2022-06-08 08:00:00,8.6.2022 16:00,,SP,,,,,,,
48266206,100000413,998389833,2022-06-08 08:00:00,8.6.2022 14:00,,SP,,,,,,,
48270389,100279959,999154922,2022-06-08 08:00:00,8.6.2022 16:00,,SP,,,,,,,
48251810,100279959,999154922,2022-06-08 08:23:00,11.8.2022 8:23,3.0,KT,,,,,,,
5273753,100000413,998389833,2022-06-08 09:38:00,14.6.2022 12:31,3.0,KH,534334.0,,,,,,
48264907,100000413,998389833,2022-06-08 10:00:00,8.6.2022 14:00,,SP,,,,,,,
48224972,100279959,999154922,2022-06-08 10:13:00,8.6.2022 15:45,4.0,KH,,,,,,,
48252068,100000413,998389833,2022-06-08 13:49:00,15.6.2022 9:19,4.0,KT,,,,,,,
48245377,100000413,998389833,2022-06-08 13:55:00,8.6.2022 13:55,3.0,KT,,,,,,,
48245534,100000413,998389833,2022-06-08 13:55:00,8.6.2022 13:55,4.0,KT,,,,,,,
48142113,100279959,999154922,2022-06-08 16:39:00,22.12.2022 12:59,3.0,KT,,,,,,,
48273253,100279959,999154922,2022-06-09 05:00:00,9.6.2022 13:00,,SP,,,,,,,
48270623,100279959,999154922,2022-06-09 05:00:00,9.6.2022 15:30,,SP,,,,,,,
48272531,100279959,999154922,2022-06-09 05:00:00,9.6.2022 13:00,,SP,,,,,,,
48272618,100000413,998389833,2022-06-09 05:08:00,9.6.2022 9:42,,SP,,,,,,,
48268742,100000413,998389833,2022-06-09 06:00:00,9.6.2022 9:18,,SP,,,,,,,
48270089,100000413,998389833,2022-06-09 06:00:00,9.6.2022 8:00,,SP,,,,,,,
48268785,100000413,998389833,2022-06-09 06:00:00,9.6.2022 14:00,,SP,,,,,,,
48268590,100000413,998389833,2022-06-09 06:00:00,9.6.2022 11:56,,SP,,,,,,,
48271130,100000413,998389833,2022-06-09 06:00:00,9.6.2022 14:00,,SP,,,,,,,
48270829,100279959,999154922,2022-06-09 06:00:00,9.6.2022 13:30,,SP,,,,,,,
48273127,100279959,999154922,2022-06-09 06:00:00,9.6.2022 9:27,,SP,,,,,,,
48290080,100279959,999154922,2022-06-09 06:00:00,9.6.2022 13:30,,SP,,,,,,,
5273755,100000413,998389833,2022-06-09 06:22:00,9.6.2022 6:39,3.0,KH,534326.0,,,,,,
5291362,100000413,998389833,2022-06-09 06:40:00,9.6.2022 6:52,3.0,KH,534326.0,,,,,,
48270015,100000413,998389833,2022-06-09 08:00:00,9.6.2022 14:00,,SP,,,,,,,
48270777,100000413,998389833,2022-06-09 08:00:00,9.6.2022 16:00,,SP,,,,,,,
48272752,100000413,998389833,2022-06-09 08:19:00,9.6.2022 9:43,,SP,,,,,,,
5300091,100000413,998389833,2022-06-09 08:23:00,9.6.2022 9:52,2.0,KH,534323.0,,,,,,
48260614,100000413,998389833,2022-06-09 08:30:00,16.6.2022 14:16,3.0,KT,,,,,,,
48260612,100000413,998389833,2022-06-09 08:31:00,16.6.2022 14:24,3.0,KT,,,,,,,
48193181,100279959,999154922,2022-06-09 08:35:00,9.6.2022 8:35,4.0,KH,,,,,,,
48268708,100000413,998389833,2022-06-09 09:48:00,9.6.2022 14:00,,SP,,,,,,,
48273118,100279959,999154922,2022-06-09 09:57:00,9.6.2022 13:25,,SP,,,,,,,
48272854,100000413,998389833,2022-06-09 10:38:00,9.6.2022 12:16,,SP,,,,,,,
5298095,100000413,998389833,2022-06-09 11:31:00,9.6.2022 13:00,3.0,KH,534320.0,,,,,,
48261546,100000413,998389833,2022-06-09 14:51:00,9.6.2022 14:51,3.0,KT,,,,,,,
48261748,100000413,998389833,2022-06-09 18:00:00,9.6.2022 18:00,6.0,KH,,,,,,,
48275053,100279959,999154922,2022-06-10 05:00:00,10.6.2022 8:41,,SP,,,,,,,
48275103,100279959,999154922,2022-06-10 05:00:00,10.6.2022 16:13,,SP,,,,,,,
48276260,100279959,999154922,2022-06-10 05:00:00,10.6.2022 8:51,,SP,,,,,,,
48275021,100000413,998389833,2022-06-10 05:01:00,10.6.2022 11:27,,SP,,,,,,,
48275139,100000413,998389833,2022-06-10 05:31:00,10.6.2022 7:00,,SP,,,,,,,
48275308,100000413,998389833,2022-06-10 06:00:00,10.6.2022 9:01,,SP,,,,,,,
48275461,100000413,998389833,2022-06-10 06:00:00,10.6.2022 14:00,,SP,,,,,,,
48275363,100000413,998389833,2022-06-10 06:00:00,10.6.2022 8:00,,SP,,,,,,,
48275061,100000413,998389833,2022-06-10 06:00:00,10.6.2022 14:00,,SP,,,,,,,
48275319,100000413,998389833,2022-06-10 06:00:00,10.6.2022 14:00,,SP,,,,,,,
48276189,100279959,999154922,2022-06-10 06:00:00,10.6.2022 14:00,,SP,,,,,,,
48291058,100279959,999154922,2022-06-10 06:00:00,10.6.2022 13:30,,SP,,,,,,,
48276126,100279959,999154922,2022-06-10 06:00:00,10.6.2022 13:30,,SP,,,,,,,
48275424,100000413,998389833,2022-06-10 08:00:00,10.6.2022 16:00,,SP,,,,,,,
48275345,100000413,998389833,2022-06-10 08:00:00,10.6.2022 13:30,,SP,,,,,,,
4932633,100000413,998389833,2022-06-10 08:41:00,8.8.2022 8:02,5.0,KT,531249.0,,,,,,
48275040,100279959,999154922,2022-06-10 09:11:00,10.6.2022 13:00,,SP,,,,,,,
48276247,100279959,999154922,2022-06-10 09:21:00,10.6.2022 13:00,,SP,,,,,,,
48275297,100000413,998389833,2022-06-10 09:31:00,10.6.2022 14:00,,SP,,,,,,,
48267343,100279959,999154922,2022-06-10 10:45:00,10.6.2022 10:45,3.0,KH,,,,,,,
48267262,100000413,998389833,2022-06-10 12:25:00,15.6.2022 10:01,3.0,KT,,,,,,,
48245563,100000413,998389833,2022-06-10 12:59:00,10.6.2022 12:59,4.0,KT,,,,,,,
48275333,100000413,998389833,2022-06-10 14:00:00,10.6.2022 17:03,,SP,,,,,,,
48294457,100279959,999154922,2022-06-13 05:00:00,13.6.2022 13:00,,SP,,,,,,,
48293679,100279959,999154922,2022-06-13 05:00:00,13.6.2022 13:00,,SP,,,,,,,
48293928,100000413,998389833,2022-06-13 05:32:00,13.6.2022 14:06,,SP,,,,,,,
48294079,100000413,998389833,2022-06-13 05:37:00,13.6.2022 8:45,,SP,,,,,,,
48292125,100000413,998389833,2022-06-13 06:00:00,13.6.2022 8:00,,SP,,,,,,,
48289885,100000413,998389833,2022-06-13 06:00:00,13.6.2022 14:00,,SP,,,,,,,
48288896,100000413,998389833,2022-06-13 06:00:00,13.6.2022 9:20,,SP,,,,,,,
48289586,100000413,998389833,2022-06-13 06:00:00,13.6.2022 14:00,,SP,,,,,,,
48289213,100279959,999154922,2022-06-13 06:00:00,13.6.2022 15:43,,SP,,,,,,,
48291624,100279959,999154922,2022-06-13 06:00:00,13.6.2022 13:30,,SP,,,,,,,
48292186,100279959,999154922,2022-06-13 06:00:00,13.6.2022 13:30,,SP,,,,,,,
48292741,100279959,999154922,2022-06-13 06:00:00,13.6.2022 14:00,,SP,,,,,,,
48252394,100000413,998389833,2022-06-13 06:48:00,13.6.2022 6:48,4.0,KT,,,,,,,
48289788,100000413,998389833,2022-06-13 08:00:00,13.6.2022 16:00,,SP,,,,,,,
48292109,100000413,998389833,2022-06-13 08:00:00,13.6.2022 14:00,,SP,,,,,,,
48276735,100000413,998389833,2022-06-13 09:00:00,29.8.2022 15:45,5.0,KT,,,,,,,
48276736,100000413,998389833,2022-06-13 09:00:00,19.7.2022 13:37,5.0,KT,,,,,,,
48211271,100279959,999154922,2022-06-13 09:06:00,13.6.2022 9:06,4.0,KH,,,,,,,
48288796,100000413,998389833,2022-06-13 09:50:00,13.6.2022 14:00,,SP,,,,,,,
48267503,100279959,999154922,2022-06-13 10:57:00,13.6.2022 10:57,4.0,KH,,,,,,,
48267515,100279959,999154922,2022-06-13 10:57:00,13.6.2022 10:57,4.0,KH,,,,,,,
48277682,100000413,998389833,2022-06-13 12:28:00,13.6.2022 12:28,3.0,KH,,,,,,,
48277695,100000413,998389833,2022-06-13 12:31:00,13.6.2022 12:31,3.0,KH,,,,,,,
48289692,100000413,998389833,2022-06-13 14:00:00,13.6.2022 16:13,,SP,,,,,,,
48268150,100279959,999154922,2022-06-13 15:26:00,2.8.2022 11:32,3.0,KT,,,,,,,
48268148,100279959,999154922,2022-06-13 15:30:00,2.8.2022 11:32,3.0,KT,,,,,,,
48278537,100279959,999154922,2022-06-13 23:58:00,14.6.2022 1:06,1.0,KH,,,,,,,
48278592,100000413,998389833,2022-06-14 02:43:00,14.6.2022 3:57,6.0,KH,,,,,,,
48306098,100279959,999154922,2022-06-14 05:00:00,14.6.2022 13:00,,SP,,,,,,,
48307965,100279959,999154922,2022-06-14 05:00:00,14.6.2022 13:00,,SP,,,,,,,
48297257,100000413,998389833,2022-06-14 05:18:00,14.6.2022 9:05,,SP,,,,,,,
48311429,100279959,999154922,2022-06-14 05:30:00,14.6.2022 16:14,,SP,,,,,,,
48301371,100000413,998389833,2022-06-14 05:51:00,14.6.2022 14:10,,SP,,,,,,,
48300622,100000413,998389833,2022-06-14 06:00:00,14.6.2022 8:00,,SP,,,,,,,
48300391,100000413,998389833,2022-06-14 06:00:00,14.6.2022 14:00,,SP,,,,,,,
48300334,100000413,998389833,2022-06-14 06:00:00,14.6.2022 14:00,,SP,,,,,,,
48297639,100000413,998389833,2022-06-14 06:00:00,14.6.2022 14:00,,SP,,,,,,,
48312629,100279959,999154922,2022-06-14 06:00:00,14.6.2022 14:00,,SP,,,,,,,
48310076,100279959,999154922,2022-06-14 06:00:00,14.6.2022 13:30,,SP,,,,,,,
48311043,100279959,999154922,2022-06-14 06:00:00,14.6.2022 13:30,,SP,,,,,,,
5309411,100279959,999154922,2022-06-14 06:56:00,15.6.2022 6:56,3.0,KH,430479.0,,,,,,
48300537,100000413,998389833,2022-06-14 08:00:00,14.6.2022 14:00,,SP,,,,,,,
48297525,100000413,998389833,2022-06-14 08:00:00,14.6.2022 16:00,,SP,,,,,,,
5309208,100000413,998389833,2022-06-14 08:08:00,14.6.2022 11:19,2.0,KH,534323.0,,,,,,
48277447,100279959,999154922,2022-06-14 08:16:00,14.6.2022 8:16,3.0,KH,,,,,,,
48277413,100279959,999154922,2022-06-14 08:17:00,14.6.2022 8:19,3.0,KH,,,,,,,
48286904,100279959,999154922,2022-06-14 08:58:00,14.6.2022 10:53,4.0,KH,,,,,,,
48297341,100000413,998389833,2022-06-14 11:30:00,14.6.2022 11:49,,SP,,,,,,,
48297455,100000413,998389833,2022-06-14 11:49:00,14.6.2022 13:13,,SP,,,,,,,
48278271,100000413,998389833,2022-06-14 11:49:00,14.6.2022 12:31,2.0,KH,,,,,,,
48277832,100000413,998389833,2022-06-14 12:21:00,17.6.2022 8:15,4.0,KH,,,,,,,
5291361,100000413,998389833,2022-06-14 12:31:00,14.6.2022 13:47,3.0,KH,534319.0,,,,,,
48300457,100000413,998389833,2022-06-14 14:00:00,14.6.2022 16:04,,SP,,,,,,,
48288009,100000413,998389833,2022-06-14 17:25:00,14.6.2022 18:08,6.0,KH,,,,,,,
48308371,100279959,999154922,2022-06-15 05:00:00,15.6.2022 13:00,,SP,,,,,,,
48306276,100279959,999154922,2022-06-15 05:00:00,15.6.2022 13:00,,SP,,,,,,,
48312324,100000413,998389833,2022-06-15 05:18:00,15.6.2022 7:35,,SP,,,,,,,
48311813,100279959,999154922,2022-06-15 05:30:00,15.6.2022 15:40,,SP,,,,,,,
48307863,100000413,998389833,2022-06-15 05:32:00,15.6.2022 14:10,,SP,,,,,,,
48311609,100000413,998389833,2022-06-15 06:00:00,15.6.2022 12:00,,SP,,,,,,,
48312455,100000413,998389833,2022-06-15 06:00:00,15.6.2022 14:00,,SP,,,,,,,
48311812,100000413,998389833,2022-06-15 06:00:00,15.6.2022 14:00,,SP,,,,,,,
48314276,100000413,998389833,2022-06-15 06:00:00,15.6.2022 8:00,,SP,,,,,,,
48312653,100279959,999154922,2022-06-15 06:00:00,15.6.2022 14:00,,SP,,,,,,,
48310621,100279959,999154922,2022-06-15 06:00:00,15.6.2022 13:30,,SP,,,,,,,
48278011,100000413,998389833,2022-06-15 06:33:00,21.7.2022 11:03,3.0,KT,,,,,,,
48314154,100000413,998389833,2022-06-15 08:00:00,15.6.2022 14:00,,SP,,,,,,,
48311780,100000413,998389833,2022-06-15 08:00:00,15.6.2022 16:00,,SP,,,,,,,
48288108,100279959,999154922,2022-06-15 08:43:00,15.6.2022 8:43,2.0,KH,,,,,,,
48295100,100000413,998389833,2022-06-15 09:17:00,17.6.2022 8:11,4.0,KH,,,,,,,
48261318,100000413,998389833,2022-06-15 09:19:00,15.6.2022 9:19,3.0,KT,,,,,,,
48295068,100279959,999488386,2022-06-15 11:34:00,15.6.2022 11:35,4.0,KH,,,,,,,
48311630,100000413,998389833,2022-06-15 12:00:00,15.6.2022 13:04,,SP,,,,,,,
48295834,100279959,999154922,2022-06-15 12:20:00,15.6.2022 12:20,,SP,,,,,,,
48312476,100000413,998389833,2022-06-15 14:00:00,15.6.2022 16:05,,SP,,,,,,,
48296199,100279959,999154922,2022-06-15 14:19:00,15.6.2022 14:19,4.0,KH,,,,,,,
48296234,100279959,999154922,2022-06-15 14:35:00,15.6.2022 14:53,4.0,KH,,,,,,,
48312812,100279959,999154922,2022-06-15 15:30:00,15.6.2022 22:30,,SP,,,,,,,
48323768,100279959,999154922,2022-06-16 05:00:00,16.6.2022 13:00,,SP,,,,,,,
48323831,100279959,999154922,2022-06-16 05:00:00,16.6.2022 12:30,,SP,,,,,,,
48320174,100000413,998389833,2022-06-16 05:33:00,16.6.2022 8:10,,SP,,,,,,,
48320827,100000413,998389833,2022-06-16 06:00:00,16.6.2022 14:09,,SP,,,,,,,
48317681,100000413,998389833,2022-06-16 06:00:00,16.6.2022 8:00,,SP,,,,,,,
48317179,100000413,998389833,2022-06-16 06:00:00,16.6.2022 9:15,,SP,,,,,,,
48317582,100000413,998389833,2022-06-16 06:00:00,16.6.2022 14:00,,SP,,,,,,,
48318465,100000413,998389833,2022-06-16 06:00:00,16.6.2022 13:30,,SP,,,,,,,
48323610,100279959,999154922,2022-06-16 06:00:00,16.6.2022 13:30,,SP,,,,,,,
48323927,100279959,999154922,2022-06-16 06:00:00,16.6.2022 13:30,,SP,,,,,,,
48323945,100279959,999154922,2022-06-16 06:00:00,16.6.2022 15:25,,SP,,,,,,,
